S.N.,Broker No.,Broker Name,Buy Amount (Rs.),Sell Amount (Rs.),Total Amount (Rs.),Matching Amount (Rs.),Date
41,40,Creative Securities Pvt.Limited,"8,478,132.50","8,749,890.70","17,228,023.20","123,397.20",9/8/2022
42,54,Sewa Securities Pvt. Ltd.,"7,131,957.00","10,056,139.10","17,188,096.10","96,708.00",9/8/2022
43,8,Ashutosh Brokerage & Securities Pvt. Limited,"8,082,830.50","6,898,751.20","14,981,581.70",0,9/8/2022
44,7,J.F. Securities Company Pvt. Limited,"8,072,184.80","6,510,383.50","14,582,568.30","130,620.00",9/8/2022
45,20,Sipla Securities Pvt. Limited,"5,610,101.92","5,832,994.04","11,443,095.96","430,974.40",9/8/2022
46,18,Sagarmatha Securities Pvt. Limited,"6,215,977.10","5,080,258.70","11,296,235.80","132,842.00",9/8/2022
47,37,Swarnalaxmi Securities Pvt.Limited,"4,187,295.70","5,377,125.40","9,564,421.10","11,670.00",9/8/2022
48,5,Market Securities Exchange Company Pvt. Limited,"6,497,391.20","3,051,998.40","9,549,389.60","37,130.20",9/8/2022
49,46,Kalika Securities Pvt.Limited,"4,071,917.80","4,028,885.40","8,100,803.20","3,422.40",9/8/2022
50,10,Pragyan Securities Pvt. Limited,"2,710,397.70","4,454,636.05","7,165,033.75",0,9/8/2022
51,D01,Nagarik Stock Dealer Company Ltd.,"1,737,452.00",0,"1,737,452.00",0,9/8/2022
1,49,Online Securities Limited,"63,321,397.75","134,233,237.90","197,554,635.65","53,892,406.00",9/11/2022
2,58,Naasa Securities Co. Ltd.,"97,003,328.35","73,762,786.00","170,766,114.35","55,198,599.60",9/11/2022
3,45,Imperial Securities Co .Pvt.Limited,"67,620,518.10","53,380,657.50","121,001,175.60","22,871,164.80",9/11/2022
4,28,Shree Krishna Securities Limited,"57,172,442.80","46,834,425.40","104,006,868.20","1,959,148.00",9/11/2022
5,34,Vision Securities Pvt.Limited,"43,514,209.83","32,557,935.60","76,072,145.43","2,772,613.00",9/11/2022
6,57,Arya Tara Investment And Securities Pvt. Ltd.,"26,975,648.70","43,084,794.45","70,060,443.15","1,846,113.40",9/11/2022
7,14,Nepal Stock House Pvt. Limited,"20,442,570.15","39,193,180.30","59,635,750.45","634,778.00",9/11/2022
8,38,Dipshika Dhitopatra Karobar Co. Pvt.Limited,"27,285,532.00","28,879,661.50","56,165,193.50","2,651,334.80",9/11/2022
9,35,Kohinoor Investment and Securities Pvt.Ltd,"27,155,004.10","24,989,155.60","52,144,159.70","1,010,223.00",9/11/2022
10,25,Sweta Securities Pvt. Limited,"17,718,858.70","26,011,249.40","43,730,108.10","1,928,148.40",9/11/2022
11,6,Agrawal Securities Pvt. Limited,"15,809,069.00","27,744,743.44","43,553,812.44","2,026,756.00",9/11/2022
12,44,Dynamic Money Managers Securities Pvt.Ltd,"13,974,693.60","28,723,194.90","42,697,888.50","905,140.00",9/11/2022
13,41,Linch Stock Market Limited,"27,380,785.85","15,207,918.15","42,588,704.00","795,381.40",9/11/2022
14,42,Sani Securities Company Limited,"26,603,614.10","14,462,370.90","41,065,985.00","802,793.80",9/11/2022
15,56,Sri Hari Securities Pvt.Ltd,"17,282,365.90","23,161,889.40","40,444,255.30","1,453,013.20",9/11/2022
16,21,Midas Stock Broking Company Pvt. Limited,"22,854,602.94","17,251,996.30","40,106,599.24","362,074.20",9/11/2022
17,16,Primo Securities Pvt. Limited,"14,694,769.60","24,865,317.40","39,560,087.00","1,513,422.40",9/11/2022
18,26,Asian Securities Pvt. Limited,"11,039,103.30","27,349,699.00","38,388,802.30","297,488.00",9/11/2022
19,32,Premier Securites Company Limited,"21,330,991.90","16,463,714.30","37,794,706.20","887,798.00",9/11/2022
20,19,Nepal Investment & Securities Trading Pvt. Limited,"17,477,993.10","20,204,465.00","37,682,458.10","251,600.00",9/11/2022
21,39,Sumeru Securities Pvt.Limited,"17,098,057.30","20,362,197.15","37,460,254.45","4,162,697.00",9/11/2022
22,36,Secured Securities Limited,"24,469,804.70","11,688,008.10","36,157,812.80","84,040.00",9/11/2022
23,33,Dakshinkali Investment Securities Pvt.Limited,"19,322,346.50","16,731,298.10","36,053,644.60","657,710.40",9/11/2022
24,17,ABC Securities Pvt. Limited,"24,746,680.90","10,330,213.90","35,076,894.80","354,750.00",9/11/2022
25,4,Stock Broker Opal Securities Investment Pvt. Limited,"11,125,808.10","23,742,589.00","34,868,397.10","432,100.80",9/11/2022
26,51,Oxford Securities Pvt.Ltd,"20,267,796.80","14,144,845.50","34,412,642.30","140,292.00",9/11/2022
27,13,Thrive Brokerage House Pvt. Limited,"15,292,280.20","17,772,659.90","33,064,940.10","555,638.40",9/11/2022
28,48,Trishakti Securities Public Limited,"14,069,554.30","18,020,937.20","32,090,491.50","716,236.00",9/11/2022
29,59,Deevyaa Securities & Stock House Pvt. Ltd,"19,253,309.00","10,843,442.70","30,096,751.70","246,102.00",9/11/2022
30,55,Bhrikuti Stock Broking Co. Pvt. Ltd.,"14,610,838.10","14,493,232.53","29,104,070.63","1,266,110.00",9/11/2022
31,20,Sipla Securities Pvt. Limited,"15,345,529.50","13,751,058.30","29,096,587.80",0,9/11/2022
32,50,Crystal Kanchenjunga Securities Pvt.Ltd,"18,621,784.80","9,765,699.60","28,387,484.40","1,290,290.00",9/11/2022
33,52,Sundhara Securities Limited,"20,424,305.50","7,874,178.20","28,298,483.70","67,629.60",9/11/2022
34,47,Neev Securities Pvt.Ltd,"13,274,942.10","13,519,637.20","26,794,579.30","306,956.00",9/11/2022
35,29,Trishul Securities And Investment Limited,"12,323,980.20","13,922,507.10","26,246,487.30","179,724.00",9/11/2022
36,1,Kumari Securities Pvt. Limited,"16,596,992.70","9,584,285.90","26,181,278.60","471,892.00",9/11/2022
37,43,South Asian Bulls Pvt.Limited,"14,145,621.30","9,426,411.90","23,572,033.20","63,320.00",9/11/2022
38,22,Siprabi Securities Pvt. Limited,"10,377,551.40","11,895,730.70","22,273,282.10","71,486.00",9/11/2022
39,3,Arun Securities Pvt. Limited,"13,624,884.90","6,438,058.30","20,062,943.20","467,352.80",9/11/2022
40,18,Sagarmatha Securities Pvt. Limited,"8,048,419.80","11,126,410.70","19,174,830.50","111,287.00",9/11/2022
41,7,J.F. Securities Company Pvt. Limited,"9,851,576.80","8,363,591.10","18,215,167.90","226,722.00",9/11/2022
42,54,Sewa Securities Pvt. Ltd.,"9,456,288.40","8,476,377.20","17,932,665.60","126,132.80",9/11/2022
43,53,Investment Management Nepal Pvt. Ltd.,"10,657,338.30","6,193,921.20","16,851,259.50","94,478.00",9/11/2022
44,8,Ashutosh Brokerage & Securities Pvt. Limited,"8,547,039.20","7,299,636.80","15,846,676.00","244,630.00",9/11/2022
45,37,Swarnalaxmi Securities Pvt.Limited,"9,953,762.30","5,342,723.50","15,296,485.80",0,9/11/2022
46,5,Market Securities Exchange Company Pvt. Limited,"7,788,068.40","6,256,736.60","14,044,805.00",0,9/11/2022
47,40,Creative Securities Pvt.Limited,"8,838,993.20","3,785,272.90","12,624,266.10","41,938.00",9/11/2022
48,10,Pragyan Securities Pvt. Limited,"6,796,911.00","4,967,250.55","11,764,161.55","35,420.00",9/11/2022
49,46,Kalika Securities Pvt.Limited,"5,674,970.30","5,081,176.30","10,756,146.60",0,9/11/2022
50,11,Malla & Malla Stock Broking Company Pvt. Limited,"4,955,772.50","4,878,166.20","9,833,938.70","40,900.00",9/11/2022
51,D01,Nagarik Stock Dealer Company Ltd.,"2,221,938.50",0,"2,221,938.50",0,9/11/2022
1,58,Naasa Securities Co. Ltd.,"69,123,776.38","54,801,592.80","123,925,369.18","16,509,333.20",9/12/2022
2,49,Online Securities Limited,"38,352,657.66","37,477,992.30","75,830,649.96","1,924,868.40",9/12/2022
3,34,Vision Securities Pvt.Limited,"33,583,566.10","33,266,512.26","66,850,078.36","1,184,628.80",9/12/2022
4,45,Imperial Securities Co .Pvt.Limited,"31,558,465.39","34,566,888.00","66,125,353.39","1,549,734.00",9/12/2022
5,57,Arya Tara Investment And Securities Pvt. Ltd.,"25,962,061.50","24,088,950.80","50,051,012.30","1,863,197.00",9/12/2022
6,33,Dakshinkali Investment Securities Pvt.Limited,"22,834,719.80","24,808,728.60","47,643,448.40","1,662,322.00",9/12/2022
7,44,Dynamic Money Managers Securities Pvt.Ltd,"21,052,070.60","19,667,169.20","40,719,239.80","1,650,240.00",9/12/2022
8,56,Sri Hari Securities Pvt.Ltd,"21,255,251.30","18,379,472.70","39,634,724.00","3,110,370.00",9/12/2022
9,26,Asian Securities Pvt. Limited,"13,642,744.30","25,651,699.70","39,294,444.00","519,531.00",9/12/2022
10,42,Sani Securities Company Limited,"25,714,428.65","12,733,192.00","38,447,620.65","766,103.80",9/12/2022
11,38,Dipshika Dhitopatra Karobar Co. Pvt.Limited,"15,960,970.40","22,104,257.50","38,065,227.90","640,349.60",9/12/2022
12,55,Bhrikuti Stock Broking Co. Pvt. Ltd.,"17,866,603.50","18,605,872.44","36,472,475.94","1,502,384.80",9/12/2022
13,25,Sweta Securities Pvt. Limited,"13,724,534.30","21,673,689.50","35,398,223.80","2,810,692.40",9/12/2022
14,6,Agrawal Securities Pvt. Limited,"23,806,796.50","10,762,065.20","34,568,861.70","489,352.00",9/12/2022
15,14,Nepal Stock House Pvt. Limited,"13,681,682.10","20,460,937.60","34,142,619.70","1,029,618.00",9/12/2022
16,48,Trishakti Securities Public Limited,"17,603,743.20","15,763,802.40","33,367,545.60","681,372.00",9/12/2022
17,28,Shree Krishna Securities Limited,"13,861,716.00","19,329,995.30","33,191,711.30","954,809.00",9/12/2022
18,16,Primo Securities Pvt. Limited,"13,535,443.70","19,647,287.60","33,182,731.30","943,408.00",9/12/2022
19,21,Midas Stock Broking Company Pvt. Limited,"12,039,759.10","19,947,311.50","31,987,070.60","527,382.60",9/12/2022
20,17,ABC Securities Pvt. Limited,"15,849,021.20","14,231,510.70","30,080,531.90","222,706.40",9/12/2022
21,32,Premier Securites Company Limited,"12,966,384.40","16,314,284.20","29,280,668.60","1,583,064.00",9/12/2022
22,35,Kohinoor Investment and Securities Pvt.Ltd,"11,318,148.80","16,738,390.00","28,056,538.80","395,450.00",9/12/2022
23,59,Deevyaa Securities & Stock House Pvt. Ltd,"8,975,427.80","18,300,148.44","27,275,576.24","72,502.40",9/12/2022
24,4,Stock Broker Opal Securities Investment Pvt. Limited,"14,427,567.50","12,624,613.20","27,052,180.70","973,920.40",9/12/2022
25,41,Linch Stock Market Limited,"15,046,412.40","11,823,952.80","26,870,365.20","397,913.00",9/12/2022
26,1,Kumari Securities Pvt. Limited,"16,706,195.10","8,860,949.60","25,567,144.70","141,060.00",9/12/2022
27,13,Thrive Brokerage House Pvt. Limited,"14,458,683.80","8,638,593.90","23,097,277.70","387,168.00",9/12/2022
28,51,Oxford Securities Pvt.Ltd,"13,923,980.14","9,171,930.98","23,095,911.12","103,460.00",9/12/2022
29,36,Secured Securities Limited,"8,394,249.90","14,264,466.40","22,658,716.30","193,737.80",9/12/2022
30,50,Crystal Kanchenjunga Securities Pvt.Ltd,"12,934,647.60","9,326,029.30","22,260,676.90","35,593.60",9/12/2022
31,19,Nepal Investment & Securities Trading Pvt. Limited,"9,843,223.70","12,252,600.46","22,095,824.16","123,460.00",9/12/2022
32,29,Trishul Securities And Investment Limited,"14,451,145.10","7,598,456.20","22,049,601.30","102,317.40",9/12/2022
33,52,Sundhara Securities Limited,"11,235,922.20","10,044,322.36","21,280,244.56","62,377.00",9/12/2022
34,39,Sumeru Securities Pvt.Limited,"9,864,366.40","10,769,635.14","20,634,001.54","43,929.20",9/12/2022
35,47,Neev Securities Pvt.Ltd,"10,084,480.10","10,486,944.20","20,571,424.30","435,108.00",9/12/2022
36,53,Investment Management Nepal Pvt. Ltd.,"12,491,098.50","7,127,096.50","19,618,195.00","38,340.00",9/12/2022
37,54,Sewa Securities Pvt. Ltd.,"9,680,608.10","8,398,962.23","18,079,570.33",0,9/12/2022
38,22,Siprabi Securities Pvt. Limited,"10,742,923.90","6,803,984.30","17,546,908.20","185,732.00",9/12/2022
39,8,Ashutosh Brokerage & Securities Pvt. Limited,"8,508,609.20","7,110,624.50","15,619,233.70","10,542.00",9/12/2022
40,43,South Asian Bulls Pvt.Limited,"10,514,759.90","4,662,957.60","15,177,717.50","32,580.00",9/12/2022
41,20,Sipla Securities Pvt. Limited,"5,000,401.60","9,390,019.40","14,390,421.00","448,680.00",9/12/2022
42,40,Creative Securities Pvt.Limited,"3,891,538.44","10,389,407.00","14,280,945.44","95,094.00",9/12/2022
43,18,Sagarmatha Securities Pvt. Limited,"3,938,018.80","9,745,563.20","13,683,582.00",0,9/12/2022
44,10,Pragyan Securities Pvt. Limited,"3,319,568.80","9,934,263.80","13,253,832.60",0,9/12/2022
45,11,Malla & Malla Stock Broking Company Pvt. Limited,"6,848,671.20","6,175,780.40","13,024,451.60","46,918.40",9/12/2022
46,7,J.F. Securities Company Pvt. Limited,"7,424,530.70","5,040,430.10","12,464,960.80","50,193.00",9/12/2022
47,37,Swarnalaxmi Securities Pvt.Limited,"7,006,607.50","4,335,863.40","11,342,470.90","47,865.00",9/12/2022
48,3,Arun Securities Pvt. Limited,"4,995,595.80","5,184,720.70","10,180,316.50",0,9/12/2022
49,5,Market Securities Exchange Company Pvt. Limited,"3,428,652.80","5,277,034.70","8,705,687.50","27,830.00",9/12/2022
50,46,Kalika Securities Pvt.Limited,"3,794,193.50","2,465,672.25","6,259,865.75",0,9/12/2022
51,D01,Nagarik Stock Dealer Company Ltd.,0,0,0,0,9/12/2022
1,58,Naasa Securities Co. Ltd.,"59,458,920.30","51,153,033.70","110,611,954.00","7,325,294.80",9/13/2022
2,49,Online Securities Limited,"34,208,533.50","44,607,628.25","78,816,161.75","3,353,005.40",9/13/2022
3,45,Imperial Securities Co .Pvt.Limited,"30,971,178.08","41,368,532.70","72,339,710.78","3,466,590.00",9/13/2022
4,34,Vision Securities Pvt.Limited,"28,467,934.30","42,553,217.68","71,021,151.98","2,048,920.40",9/13/2022
5,57,Arya Tara Investment And Securities Pvt. Ltd.,"33,817,651.00","29,222,762.10","63,040,413.10","1,271,124.00",9/13/2022
6,28,Shree Krishna Securities Limited,"37,869,834.90","21,591,365.95","59,461,200.85","4,360,990.00",9/13/2022
7,38,Dipshika Dhitopatra Karobar Co. Pvt.Limited,"26,746,483.00","30,070,361.40","56,816,844.40","2,246,669.40",9/13/2022
8,42,Sani Securities Company Limited,"37,284,264.60","13,358,154.40","50,642,419.00","1,201,605.40",9/13/2022
9,17,ABC Securities Pvt. Limited,"29,316,997.00","18,235,092.10","47,552,089.10","2,489,840.00",9/13/2022
10,16,Primo Securities Pvt. Limited,"12,993,385.70","33,171,520.60","46,164,906.30","727,586.40",9/13/2022
11,33,Dakshinkali Investment Securities Pvt.Limited,"21,583,176.60","24,199,646.40","45,782,823.00","1,452,966.40",9/13/2022
12,4,Stock Broker Opal Securities Investment Pvt. Limited,"17,220,256.70","26,445,229.80","43,665,486.50","14,847,101.40",9/13/2022
13,56,Sri Hari Securities Pvt.Ltd,"16,047,587.50","22,414,694.20","38,462,281.70","673,165.60",9/13/2022
14,44,Dynamic Money Managers Securities Pvt.Ltd,"17,983,782.00","20,371,650.10","38,355,432.10","519,750.00",9/13/2022
15,59,Deevyaa Securities & Stock House Pvt. Ltd,"18,003,796.10","19,786,594.44","37,790,390.54","1,417,916.00",9/13/2022
16,32,Premier Securites Company Limited,"17,696,764.50","18,937,790.40","36,634,554.90","952,880.80",9/13/2022
17,41,Linch Stock Market Limited,"19,688,599.68","14,839,932.70","34,528,532.38","224,166.00",9/13/2022
18,51,Oxford Securities Pvt.Ltd,"17,396,246.30","16,991,380.40","34,387,626.70","454,068.00",9/13/2022
19,35,Kohinoor Investment and Securities Pvt.Ltd,"19,039,604.00","15,009,712.15","34,049,316.15","1,569,450.00",9/13/2022
20,48,Trishakti Securities Public Limited,"19,869,840.50","13,728,654.90","33,598,495.40","525,080.00",9/13/2022
21,25,Sweta Securities Pvt. Limited,"11,886,915.10","21,194,160.54","33,081,075.64","1,738,507.00",9/13/2022
22,43,South Asian Bulls Pvt.Limited,"13,744,218.10","18,868,286.40","32,612,504.50","1,046,104.00",9/13/2022
23,55,Bhrikuti Stock Broking Co. Pvt. Ltd.,"16,956,507.00","15,336,468.11","32,292,975.11","439,038.00",9/13/2022
24,6,Agrawal Securities Pvt. Limited,"16,341,945.40","15,234,858.80","31,576,804.20","1,076,375.40",9/13/2022
25,36,Secured Securities Limited,"7,140,541.90","23,896,649.50","31,037,191.40","120,080.00",9/13/2022
26,21,Midas Stock Broking Company Pvt. Limited,"13,237,262.10","17,799,688.00","31,036,950.10","341,480.00",9/13/2022
27,13,Thrive Brokerage House Pvt. Limited,"10,467,704.10","17,792,210.90","28,259,915.00","250,256.00",9/13/2022
28,1,Kumari Securities Pvt. Limited,"16,498,043.80","10,118,608.30","26,616,652.10","96,448.00",9/13/2022
29,52,Sundhara Securities Limited,"17,153,965.70","9,076,957.10","26,230,922.80","285,803.20",9/13/2022
30,22,Siprabi Securities Pvt. Limited,"14,821,411.30","10,144,638.90","24,966,050.20","56,680.00",9/13/2022
31,39,Sumeru Securities Pvt.Limited,"10,630,546.10","14,231,709.60","24,862,255.70","82,160.00",9/13/2022
32,50,Crystal Kanchenjunga Securities Pvt.Ltd,"16,004,520.70","8,509,330.70","24,513,851.40","1,109,060.80",9/13/2022
33,29,Trishul Securities And Investment Limited,"12,887,688.60","11,608,224.30","24,495,912.90","878,800.80",9/13/2022
34,14,Nepal Stock House Pvt. Limited,"14,574,142.30","9,734,682.30","24,308,824.60","550,206.20",9/13/2022
35,19,Nepal Investment & Securities Trading Pvt. Limited,"15,436,635.50","8,599,480.40","24,036,115.90","173,468.00",9/13/2022
36,53,Investment Management Nepal Pvt. Ltd.,"10,566,989.21","10,542,221.20","21,109,210.41","712,400.00",9/13/2022
37,26,Asian Securities Pvt. Limited,"12,445,965.80","7,496,697.20","19,942,663.00","163,040.20",9/13/2022
38,18,Sagarmatha Securities Pvt. Limited,"5,488,095.50","12,936,028.40","18,424,123.90","108,050.00",9/13/2022
39,47,Neev Securities Pvt.Ltd,"10,495,965.70","6,803,568.00","17,299,533.70","154,146.00",9/13/2022
40,54,Sewa Securities Pvt. Ltd.,"9,356,629.10","5,814,700.80","15,171,329.90",0,9/13/2022
41,3,Arun Securities Pvt. Limited,"8,397,928.10","6,166,105.30","14,564,033.40","58,786.00",9/13/2022
42,11,Malla & Malla Stock Broking Company Pvt. Limited,"8,242,460.40","5,708,789.40","13,951,249.80","55,626.00",9/13/2022
